thumb_metacarpal,thumb_proximal,thumb_intermediate,thumb_distal,index_metacarpal,index_proximal,index_intermediate,index_distal,middle_metacarpal,middle_proximal,middle_intermediate,middle_distal,ring_metacarpal,ring_proximal,ring_intermediate,ring_distal,pinky_metacarpal,pinky_proximal,pinky_intermediate,pinky_distal,gesture,person
"(0, 0, 0)","(-0.985205, 0.118337, 0.123965)","(-0.683845, 0.701536, 0.200507)","(0.0167175, 0.983521, 0.180018)","(-0.837466, 0.477083, -0.266537)","(-0.650777, 0.519657, 0.553576)","(0.338343, -0.0418371, 0.940092)","(0.772735, -0.403734, 0.489776)","(-0.757789, 0.587377, -0.284154)","(-0.605743, 0.72733, -0.322593)","(-0.665968, 0.745971, -0.00385134)","(-0.663118, 0.702772, 0.257655)","(-0.654177, 0.69676, -0.29424)","(-0.445648, 0.80495, -0.391731)","(-0.538025, 0.834151, -0.121335)","(-0.581479, 0.805526, 0.114062)","(-0.537239, 0.7739, -0.335342)","(-0.402512, 0.796268, -0.451598)","(-0.544465, 0.814892, -0.198766)","(-0.628803, 0.777049, 0.0283179)",pinch,viraj
"(0, 0, 0)","(-0.979496, 0.138249, 0.146544)","(-0.666926, 0.717601, 0.200646)","(0.0306168, 0.987307, 0.155847)","(-0.837874, 0.481591, -0.256977)","(-0.627893, 0.541461, 0.559079)","(0.368203, -0.0292322, 0.929286)","(0.782935, -0.407501, 0.470059)","(-0.757281, 0.59036, -0.279287)","(-0.605448, 0.727276, -0.323268)","(-0.65687, 0.753993, -0.00406492)","(-0.647693, 0.716998, 0.257695)","(-0.652582, 0.698081, -0.294651)","(-0.445185, 0.800225, -0.401808)","(-0.529643, 0.837572, -0.133985)","(-0.567892, 0.817015, 0.0999303)","(-0.535761, 0.772646, -0.340557)","(-0.399274, 0.79311, -0.459953)","(-0.533781, 0.820079, -0.206271)","(-0.613058, 0.789734, 0.0219084)",pinch,viraj
"(0, 0, 0)","(-0.974893, 0.153554, 0.161262)","(-0.655997, 0.728455, 0.197538)","(0.0335391, 0.990112, 0.136209)","(-0.838859, 0.482274, -0.252441)","(-0.613204, 0.557266, 0.559853)","(0.388623, -0.0174716, 0.921231)","(0.790205, -0.408023, 0.457267)","(-0.757923, 0.589992, -0.278319)","(-0.606646, 0.724791, -0.326586)","(-0.652148, 0.758054, -0.00756761)","(-0.638648, 0.726291, 0.254225)","(-0.652774, 0.696632, -0.29764)","(-0.446497, 0.79405, -0.412461)","(-0.525702, 0.837779, -0.147525)","(-0.560545, 0.823778, 0.0847318)","(-0.536252, 0.76942, -0.347026)","(-0.39749, 0.789029, -0.468439)","(-0.526865, 0.822332, -0.214904)","(-0.602691, 0.797859, 0.0136043)",pinch,viraj
"(0, 0, 0)","(-0.97088, 0.167846, 0.170939)","(-0.646698, 0.73717, 0.195863)","(0.0291302, 0.991658, 0.125562)","(-0.839529, 0.483106, -0.248597)","(-0.603568, 0.566932, 0.560619)","(0.402804, -0.0118058, 0.91521)","(0.795279, -0.410065, 0.446518)","(-0.758413, 0.590135, -0.276679)","(-0.607425, 0.723353, -0.328322)","(-0.649097, 0.760639, -0.0100241)","(-0.632943, 0.732255, 0.251367)","(-0.653015, 0.696051, -0.298469)","(-0.447657, 0.790554, -0.417885)","(-0.523102, 0.83787, -0.156006)","(-0.555694, 0.828084, 0.0740341)","(-0.536742, 0.767709, -0.350045)","(-0.393407, 0.787289, -0.474771)","(-0.519086, 0.825042, -0.223285)","(-0.593011, 0.805185, 0.00397423)",pinch,viraj
"(0, 0, 0)","(-0.968773, 0.176304, 0.174346)","(-0.642478, 0.742601, 0.189117)","(0.0192032, 0.993337, 0.113633)","(-0.840933, 0.479725, -0.250391)","(-0.599815, 0.574878, 0.556541)","(0.411231, -0.00280582, 0.911527)","(0.799167, -0.407925, 0.441507)","(-0.759981, 0.586362, -0.280371)","(-0.6099, 0.718261, -0.334849)","(-0.649788, 0.759907, -0.0178196)","(-0.632409, 0.735488, 0.243138)","(-0.654713, 0.691972, -0.304181)","(-0.44999, 0.783441, -0.428637)","(-0.523774, 0.83471, -0.170058)","(-0.555578, 0.829439, 0.0580051)","(-0.538734, 0.762923, -0.357371)","(-0.39377, 0.782325, -0.48261)","(-0.517401, 0.823511, -0.232648)","(-0.590106, 0.807302, -0.00625284)",pinch,viraj
"(0, 0, 0)","(-0.966412, 0.184821, 0.178575)","(-0.637765, 0.748503, 0.181657)","(0.0142152, 0.994987, 0.0989857)","(-0.841467, 0.477904, -0.252071)","(-0.594071, 0.58572, 0.551373)","(0.420323, 0.00784929, 0.907341)","(0.802328, -0.406427, 0.437135)","(-0.760459, 0.583834, -0.284323)","(-0.610981, 0.713713, -0.342513)","(-0.648585, 0.760646, -0.0274842)","(-0.629889, 0.741039, 0.232596)","(-0.655094, 0.68877, -0.310562)","(-0.451308, 0.776543, -0.43966)","(-0.52309, 0.832401, -0.182992)","(-0.553571, 0.831627, 0.0442282)","(-0.539316, 0.758554, -0.365698)","(-0.393303, 0.776737, -0.491928)","(-0.514737, 0.822282, -0.242689)","(-0.585958, 0.810176, -0.0163602)",pinch,viraj
"(0, 0, 0)","(-0.963486, 0.193164, 0.185426)","(-0.632717, 0.754411, 0.174736)","(0.0114585, 0.996558, 0.0821006)","(-0.842455, 0.476224, -0.251952)","(-0.586374, 0.598093, 0.546306)","(0.431633, 0.0206029, 0.901814)","(0.806241, -0.404199, 0.43197)","(-0.761436, 0.58127, -0.28695)","(-0.613028, 0.708335, -0.349939)","(-0.647361, 0.761271, -0.0372892)","(-0.626609, 0.747157, 0.221626)","(-0.656003, 0.685345, -0.316169)","(-0.453576, 0.769192, -0.450125)","(-0.522437, 0.83005, -0.195133)","(-0.550771, 0.834068, 0.0313558)","(-0.540574, 0.753717, -0.373752)","(-0.394293, 0.770003, -0.501627)","(-0.512822, 0.820514, -0.252527)","(-0.58182, 0.81291, -0.0257408)",pinch,viraj
"(0, 0, 0)","(-0.958561, 0.206697, 0.196056)","(-0.623626, 0.763157, 0.169357)","(0.0118458, 0.997873, 0.0641034)","(-0.842878, 0.477179, -0.248712)","(-0.573972, 0.613029, 0.542911)","(0.447108, 0.0325033, 0.893889)","(0.810468, -0.404623, 0.423582)","(-0.761682, 0.580962, -0.28692)","(-0.614173, 0.704752, -0.355129)","(-0.643637, 0.764047, -0.0443212)","(-0.619523, 0.755347, 0.213639)","(-0.655996, 0.683715, -0.319692)","(-0.455361, 0.762402, -0.459772)","(-0.520028, 0.828819, -0.206473)","(-0.545251, 0.838052, 0.0192373)","(-0.540976, 0.750157, -0.380275)","(-0.394253, 0.763922, -0.51087)","(-0.508575, 0.82021, -0.26193)","(-0.574457, 0.817798, -0.0347205)",pinch,viraj
"(0, 0, 0)","(-0.956927, 0.211446, 0.198949)","(-0.622016, 0.765895, 0.16279)","(0.00537878, 0.998626, 0.0521294)","(-0.844371, 0.473758, -0.250183)","(-0.570938, 0.620499, 0.537598)","(0.453556, 0.0426938, 0.890205)","(0.813355, -0.401274, 0.421228)","(-0.763413, 0.577033, -0.290228)","(-0.617105, 0.698847, -0.361657)","(-0.644959, 0.76241, -0.0525279)","(-0.619707, 0.757665, 0.204712)","(-0.657934, 0.679353, -0.324964)","(-0.458376, 0.754774, -0.469263)","(-0.521728, 0.824853, -0.217753)","(-0.545984, 0.837765, 0.0071444)","(-0.543275, 0.744997, -0.387081)","(-0.394741, 0.75748, -0.520003)","(-0.507646, 0.817462, -0.272125)","(-0.572581, 0.818605, -0.0451296)",pinch,viraj
"(0, 0, 0)","(-0.953096, 0.221109, 0.206683)","(-0.616562, 0.771518, 0.156878)","(0.000955269, 0.999328, 0.0366494)","(-0.84576, 0.472253, -0.248328)","(-0.562688, 0.631903, 0.532992)","(0.465371, 0.0548642, 0.883414)","(0.817349, -0.399031, 0.415589)","(-0.764954, 0.574554, -0.291091)","(-0.620268, 0.69316, -0.367147)","(-0.644443, 0.76235, -0.0592888)","(-0.616307, 0.76234, 0.197492)","(-0.659568, 0.675906, -0.328818)","(-0.461592, 0.746725, -0.478888)","(-0.521987, 0.821733, -0.228659)","(-0.543851, 0.839172, -0.00410848)","(-0.545443, 0.740088, -0.393398)","(-0.396666, 0.750417, -0.528706)","(-0.506552, 0.815242, -0.280687)","(-0.569006, 0.820625, -0.052977)",pinch,viraj
"(0, 0, 0)","(-0.949745, 0.22963, 0.212731)","(-0.611978, 0.776504, 0.150083)","(-0.00377701, 0.999761, 0.0215172)","(-0.847068, 0.470295, -0.247584)","(-0.55578, 0.642644, 0.527369)","(0.475578, 0.0670188, 0.877117)","(0.82082, -0.396403, 0.411241)","(-0.766448, 0.571644, -0.292886)","(-0.62414, 0.686177, -0.373644)","(-0.645274, 0.760958, -0.0675596)","(-0.614756, 0.765863, 0.188492)","(-0.661199, 0.672064, -0.333387)","(-0.464657, 0.738063, -0.489242)","(-0.52267, 0.818014, -0.240145)","(-0.54252, 0.839896, -0.0157105)","(-0.547581, 0.734843, -0.4002)","(-0.39812, 0.742907, -0.538136)","(-0.505449, 0.812525, -0.290387)","(-0.565838, 0.822166, -0.0622125)",pinch,viraj
"(0, 0, 0)","(-0.94753, 0.2328, 0.219067)","(-0.611823, 0.777456, 0.145723)","(-0.0152179, 0.999831, 0.0103021)","(-0.849699, 0.466501, -0.245739)","(-0.551412, 0.650031, 0.52288)","(0.48444, 0.078665, 0.87128)","(0.825084, -0.391858, 0.407042)","(-0.769579, 0.567243, -0.293231)","(-0.63058, 0.677483, -0.378662)","(-0.649158, 0.75703, -0.0741648)","(-0.616376, 0.76631, 0.181243)","(-0.664784, 0.667131, -0.336152)","(-0.469708, 0.728535, -0.498609)","(-0.525883, 0.812773, -0.250694)","(-0.54404, 0.838644, -0.0263802)","(-0.55186, 0.729021, -0.404943)","(-0.40233, 0.735303, -0.545399)","(-0.507457, 0.808632, -0.29766)","(-0.565848, 0.821623, -0.0689337)",pinch,viraj
"(0, 0, 0)","(-0.943806, 0.239536, 0.227712)","(-0.608486, 0.780783, 0.141855)","(-0.0217268, 0.999761, -0.00262347)","(-0.851613, 0.46499, -0.24195)","(-0.543504, 0.659726, 0.519003)","(0.496174, 0.0901075, 0.863534)","(0.829377, -0.38915, 0.400868)","(-0.771857, 0.564771, -0.292011)","(-0.636697, 0.668667, -0.38406)","(-0.651941, 0.753854, -0.0817145)","(-0.616382, 0.768257, 0.172785)","(-0.667372, 0.663702, -0.337807)","(-0.474437, 0.719098, -0.507747)","(-0.527901, 0.808332, -0.260615)","(-0.543573, 0.838588, -0.0360297)","(-0.555188, 0.724221, -0.408988)","(-0.406134, 0.728014, -0.552313)","(-0.508179, 0.80579, -0.304067)","(-0.563811, 0.82255, -0.0743525)",pinch,viraj
"(0, 0, 0)","(-0.942899, 0.239501, 0.231475)","(-0.611736, 0.77886, 0.138407)","(-0.0393735, 0.999184, -0.00900768)","(-0.853837, 0.461049, -0.241652)","(-0.542089, 0.664622, 0.514215)","(0.501498, 0.0995921, 0.859408)","(0.832521, -0.38489, 0.398457)","(-0.774552, 0.560417, -0.293261)","(-0.643352, 0.657986, -0.391346)","(-0.657913, 0.747627, -0.0905755)","(-0.621345, 0.766244, 0.163706)","(-0.670511, 0.659019, -0.340747)","(-0.478905, 0.709531, -0.516929)","(-0.531777, 0.80244, -0.270746)","(-0.546672, 0.836083, -0.0459866)","(-0.558863, 0.718953, -0.413254)","(-0.408804, 0.720787, -0.559772)","(-0.510044, 0.801804, -0.311394)","(-0.564748, 0.821299, -0.0807922)",pinch,viraj
"(0, 0, 0)","(-0.940385, 0.240399, 0.240591)","(-0.6149, 0.776377, 0.138333)","(-0.0591588, 0.998136, -0.0150053)","(-0.856191, 0.459021, -0.237141)","(-0.536076, 0.671598, 0.511447)","(0.511794, 0.109083, 0.852155)","(0.836845, -0.382103, 0.392031)","(-0.777426, 0.557672, -0.290879)","(-0.650086, 0.649122, -0.395005)","(-0.661891, 0.74345, -0.095823)","(-0.622754, 0.766321, 0.157891)","(-0.673859, 0.65558, -0.340776)","(-0.484304, 0.699736, -0.525184)","(-0.535172, 0.797135, -0.279582)","(-0.548015, 0.834706, -0.0542734)","(-0.563018, 0.714511, -0.415313)","(-0.412887, 0.713849, -0.565636)","(-0.511635, 0.798667, -0.316799)","(-0.564006, 0.821365, -0.0851807)",pinch,viraj
"(0, 0, 0)","(-0.93827, 0.240594, 0.248523)","(-0.618125, 0.77404, 0.137052)","(-0.0814693, 0.996461, -0.0206944)","(-0.858202, 0.456947, -0.233857)","(-0.530704, 0.679033, 0.507215)","(0.520884, 0.119421, 0.845233)","(0.840585, -0.378936, 0.387071)","(-0.779914, 0.554798, -0.289713)","(-0.656124, 0.639168, -0.401205)","(-0.665894, 0.738728, -0.104237)","(-0.624834, 0.766458, 0.148744)","(-0.676785, 0.651925, -0.341986)","(-0.489093, 0.688796, -0.535115)","(-0.538331, 0.791053, -0.290577)","(-0.549477, 0.83298, -0.064954)","(-0.56669, 0.709751, -0.418468)","(-0.416092, 0.706041, -0.573039)","(-0.512753, 0.795114, -0.323848)","(-0.563112, 0.821344, -0.0910973)",pinch,viraj
"(0, 0, 0)","(-0.934702, 0.242141, 0.260191)","(-0.618841, 0.773256, 0.138243)","(-0.0957509, 0.995034, -0.0272002)","(-0.860467, 0.456177, -0.226934)","(-0.522561, 0.687039, 0.504883)","(0.533337, 0.128847, 0.836032)","(0.845254, -0.377124, 0.37858)","(-0.78278, 0.553105, -0.285186)","(-0.662979, 0.629762, -0.404795)","(-0.669585, 0.734445, -0.110663)","(-0.625841, 0.767113, 0.140926)","(-0.680203, 0.64929, -0.340215)","(-0.495439, 0.678701, -0.54213)","(-0.541872, 0.785762, -0.298251)","(-0.550226, 0.831892, -0.0721613)","(-0.571114, 0.705852, -0.419049)","(-0.420567, 0.698574, -0.578893)","(-0.514035, 0.792089, -0.329185)","(-0.561445, 0.822015, -0.0952391)",pinch,viraj
"(0, 0, 0)","(-0.932359, 0.242243, 0.268376)","(-0.620677, 0.771747, 0.138442)","(-0.106442, 0.993771, -0.0330072)","(-0.862596, 0.454379, -0.222413)","(-0.518019, 0.692826, 0.501646)","(0.541867, 0.137366, 0.829162)","(0.848961, -0.374648, 0.372698)","(-0.785484, 0.550645, -0.282498)","(-0.669649, 0.618148, -0.41166)","(-0.675095, 0.727912, -0.119963)","(-0.629958, 0.765496, 0.13103)","(-0.68345, 0.646185, -0.33962)","(-0.500839, 0.668313, -0.550016)","(-0.545811, 0.779713, -0.306819)","(-0.552459, 0.829679, -0.080144)","(-0.575182, 0.701851, -0.420203)","(-0.424145, 0.691452, -0.584803)","(-0.515648, 0.788703, -0.334747)","(-0.561103, 0.821719, -0.0997022)",pinch,viraj
"(0, 0, 0)","(-0.932368, 0.237598, 0.272466)","(-0.627318, 0.766408, 0.138169)","(-0.123612, 0.991701, -0.0353556)","(-0.86444, 0.451468, -0.221179)","(-0.517087, 0.69633, 0.497741)","(0.546129, 0.144654, 0.825117)","(0.851482, -0.371522, 0.370068)","(-0.787796, 0.547349, -0.282464)","(-0.674644, 0.607402, -0.419426)","(-0.680383, 0.721364, -0.129278)","(-0.634895, 0.762937, 0.1218)","(-0.686213, 0.642561, -0.340921)","(-0.50481, 0.657573, -0.559253)","(-0.549891, 0.7727, -0.317102)","(-0.556219, 0.826144, -0.0900322)","(-0.578474, 0.697722, -0.422555)","(-0.426106, 0.684461, -0.591564)","(-0.517168, 0.78478, -0.341552)","(-0.561987, 0.820374, -0.105627)",pinch,viraj
"(0, 0, 0)","(-0.93265, 0.233465, 0.275059)","(-0.631569, 0.762984, 0.137751)","(-0.134668, 0.9902, -0.0369946)","(-0.865819, 0.449006, -0.220795)","(-0.518248, 0.698334, 0.49371)","(0.547792, 0.150295, 0.823004)","(0.853126, -0.369102, 0.3687)","(-0.789515, 0.54468, -0.282824)","(-0.678497, 0.599153, -0.425037)","(-0.684693, 0.71621, -0.135053)","(-0.638805, 0.760438, 0.116886)","(-0.688262, 0.639737, -0.3421)","(-0.507676, 0.647982, -0.567789)","(-0.553538, 0.766211, -0.326368)","(-0.560104, 0.822527, -0.0986508)","(-0.580865, 0.694631, -0.424363)","(-0.427342, 0.677858, -0.598236)","(-0.518819, 0.780799, -0.34811)","(-0.563662, 0.818506, -0.111056)",pinch,viraj
"(0, 0, 0)","(-0.932441, 0.23141, 0.277494)","(-0.634454, 0.761149, 0.134611)","(-0.142008, 0.988915, -0.0433621)","(-0.868107, 0.444627, -0.220672)","(-0.519854, 0.70119, 0.48794)","(0.550159, 0.159459, 0.819694)","(0.85571, -0.364271, 0.367514)","(-0.792362, 0.539991, -0.283853)","(-0.683532, 0.587766, -0.4328)","(-0.690311, 0.70912, -0.143595)","(-0.644018, 0.757204, 0.109011)","(-0.691653, 0.634833, -0.344389)","(-0.512723, 0.636626, -0.576041)","(-0.559002, 0.758433, -0.335107)","(-0.565286, 0.817975, -0.106626)","(-0.584788, 0.689336, -0.427598)","(-0.429863, 0.667182, -0.608347)","(-0.52189, 0.773896, -0.358769)","(-0.566821, 0.814949, -0.120718)",pinch,viraj
"(0, 0, 0)","(-0.932809, 0.228665, 0.278533)","(-0.63777, 0.759066, 0.130644)","(-0.147126, 0.987828, -0.0504849)","(-0.870602, 0.439252, -0.221607)","(-0.523418, 0.702962, 0.481538)","(0.55082, 0.169111, 0.817312)","(0.858207, -0.358363, 0.367501)","(-0.795441, 0.534427, -0.285763)","(-0.688183, 0.575557, -0.441745)","(-0.696359, 0.701052, -0.153653)","(-0.650386, 0.753061, 0.099485)","(-0.695308, 0.629205, -0.347344)","(-0.517926, 0.624255, -0.584859)","(-0.565277, 0.749554, -0.344427)","(-0.571761, 0.812306, -0.115096)","(-0.588916, 0.683492, -0.431297)","(-0.433865, 0.656361, -0.617213)","(-0.527043, 0.766497, -0.367026)","(-0.572154, 0.810245, -0.127057)",pinch,viraj
"(0, 0, 0)","(-0.934134, 0.225226, 0.276888)","(-0.641501, 0.756633, 0.126424)","(-0.151626, 0.98687, -0.0556567)","(-0.872513, 0.434001, -0.224421)","(-0.528211, 0.703181, 0.47595)","(0.549062, 0.175869, 0.817069)","(0.859458, -0.353642, 0.369147)","(-0.797758, 0.5292, -0.289015)","(-0.69182, 0.566458, -0.447783)","(-0.70151, 0.694621, -0.159327)","(-0.655834, 0.748905, 0.0949843)","(-0.698031, 0.624133, -0.351015)","(-0.521351, 0.611709, -0.594984)","(-0.571075, 0.740237, -0.354855)","(-0.57882, 0.805936, -0.124237)","(-0.591839, 0.678491, -0.435175)","(-0.436008, 0.645457, -0.627123)","(-0.531738, 0.758771, -0.376194)","(-0.578143, 0.804878, -0.133871)",pinch,viraj
"(0, 0, 0)","(-0.934135, 0.221679, 0.279733)","(-0.645653, 0.753945, 0.121238)","(-0.157674, 0.985246, -0.0665539)","(-0.875917, 0.426844, -0.224886)","(-0.530412, 0.706489, 0.468547)","(0.552102, 0.188652, 0.812154)","(0.863047, -0.345947, 0.368063)","(-0.802, 0.521622, -0.291044)","(-0.698315, 0.552714, -0.454822)","(-0.708238, 0.685878, -0.167248)","(-0.661676, 0.744667, 0.0875001)","(-0.703095, 0.616291, -0.354743)","(-0.528482, 0.597291, -0.603283)","(-0.578629, 0.730129, -0.363456)","(-0.585778, 0.799671, -0.131872)","(-0.597641, 0.67015, -0.440141)","(-0.442073, 0.631391, -0.637117)","(-0.538542, 0.749183, -0.385614)","(-0.584542, 0.798979, -0.141223)",pinch,viraj
"(0, 0, 0)","(-0.93413, 0.216429, 0.28383)","(-0.651102, 0.750059, 0.116093)","(-0.167155, 0.98284, -0.0780026)","(-0.879972, 0.418436, -0.224858)","(-0.532891, 0.709968, 0.460405)","(0.555806, 0.203339, 0.806061)","(0.867353, -0.336871, 0.366356)","(-0.807074, 0.512723, -0.292825)","(-0.705838, 0.537126, -0.461832)","(-0.71584, 0.675965, -0.175055)","(-0.668018, 0.739803, 0.0802692)","(-0.709174, 0.607084, -0.3585)","(-0.536564, 0.581627, -0.611399)","(-0.586925, 0.719067, -0.372106)","(-0.593238, 0.792801, -0.13977)","(-0.604621, 0.660377, -0.44535)","(-0.449713, 0.617178, -0.645638)","(-0.546264, 0.7392, -0.393929)","(-0.591331, 0.792709, -0.148122)",pinch,viraj
"(0, 0, 0)","(-0.93414, 0.211342, 0.287607)","(-0.6562, 0.746231, 0.111986)","(-0.176071, 0.980482, -0.087489)","(-0.88364, 0.410779, -0.224591)","(-0.535258, 0.712568, 0.453592)","(0.558928, 0.215885, 0.80062)","(0.87114, -0.328892, 0.364618)","(-0.811679, 0.504665, -0.294093)","(-0.712308, 0.522339, -0.468806)","(-0.722847, 0.666411, -0.182726)","(-0.674157, 0.73494, 0.0733267)","(-0.714702, 0.598793, -0.361452)","(-0.543916, 0.566506, -0.619053)","(-0.594848, 0.708222, -0.380232)","(-0.600635, 0.785885, -0.147044)","(-0.610962, 0.651644, -0.449538)","(-0.456632, 0.604623, -0.652624)","(-0.553345, 0.730235, -0.400707)","(-0.597622, 0.786917, -0.153652)",pinch,viraj
"(0, 0, 0)","(-0.931232, 0.212629, 0.295966)","(-0.65679, 0.746182, 0.108813)","(-0.179448, 0.978658, -0.100129)","(-0.886804, 0.406215, -0.220381)","(-0.531289, 0.719079, 0.447949)","(0.568054, 0.228582, 0.79061)","(0.875668, -0.323322, 0.358704)","(-0.815802, 0.499097, -0.29218)","(-0.71932, 0.509311, -0.47242)","(-0.727866, 0.659637, -0.187323)","(-0.676245, 0.733444, 0.068947)","(-0.719761, 0.592283, -0.362139)","(-0.55246, 0.551908, -0.624648)","(-0.601782, 0.698784, -0.386729)","(-0.605249, 0.781146, -0.153246)","(-0.617148, 0.643885, -0.452262)","(-0.465048, 0.592694, -0.657605)","(-0.559526, 0.722862, -0.405464)","(-0.601052, 0.783545, -0.157462)",pinch,viraj
"(0, 0, 0)","(-0.930491, 0.209556, 0.300456)","(-0.660336, 0.743454, 0.105981)","(-0.184773, 0.976723, -0.108954)","(-0.890171, 0.399741, -0.21864)","(-0.532019, 0.721367, 0.443381)","(0.572196, 0.238953, 0.784534)","(0.87935, -0.316581, 0.355697)","(-0.820089, 0.492211, -0.291861)","(-0.725529, 0.496958, -0.476068)","(-0.733853, 0.651905, -0.190995)","(-0.680641, 0.729623, 0.0661698)","(-0.724958, 0.585122, -0.36341)","(-0.559697, 0.538326, -0.630036)","(-0.609194, 0.688798, -0.392989)","(-0.611966, 0.774682, -0.159262)","(-0.62319, 0.636274, -0.45474)","(-0.472309, 0.581643, -0.662281)","(-0.56657, 0.71503, -0.40955)","(-0.60691, 0.778463, -0.160176)",pinch,viraj
"(0, 0, 0)","(-0.930431, 0.205963, 0.303112)","(-0.663685, 0.740796, 0.103649)","(-0.188871, 0.9752, -0.115384)","(-0.892758, 0.394296, -0.217976)","(-0.533606, 0.722366, 0.439832)","(0.574259, 0.246661, 0.780631)","(0.881952, -0.311083, 0.354101)","(-0.823367, 0.486546, -0.292129)","(-0.729863, 0.486093, -0.480638)","(-0.73895, 0.644675, -0.195825)","(-0.685243, 0.72566, 0.0621305)","(-0.728924, 0.579356, -0.364713)","(-0.565317, 0.526673, -0.634848)","(-0.615625, 0.680096, -0.398088)","(-0.61823, 0.768776, -0.163628)","(-0.627738, 0.630297, -0.456805)","(-0.477553, 0.572362, -0.666592)","(-0.572338, 0.708327, -0.413161)","(-0.612198, 0.773869, -0.162295)",pinch,viraj
"(0, 0, 0)","(-0.928008, 0.205371, 0.310844)","(-0.664528, 0.740004, 0.103904)","(-0.191097, 0.973901, -0.122466)","(-0.895763, 0.390423, -0.21255)","(-0.530964, 0.725237, 0.438302)","(0.581439, 0.254318, 0.77282)","(0.885914, -0.306959, 0.347753)","(-0.82732, 0.48217, -0.288191)","(-0.736012, 0.477287, -0.480087)","(-0.743415, 0.639506, -0.195871)","(-0.687349, 0.723676, 0.0620076)","(-0.73381, 0.574548, -0.362515)","(-0.573285, 0.516555, -0.636015)","(-0.62241, 0.673256, -0.399164)","(-0.623018, 0.764828, -0.163972)","(-0.633656, 0.624901, -0.456047)","(-0.485653, 0.563649, -0.668162)","(-0.578973, 0.702604, -0.413688)","(-0.616575, 0.770585, -0.161352)",pinch,viraj
"(0, 0, 0)","(-0.927114, 0.202553, 0.315327)","(-0.667247, 0.737726, 0.102672)","(-0.195488, 0.972231, -0.12865)","(-0.898828, 0.384831, -0.209795)","(-0.53133, 0.726319, 0.436061)","(0.585432, 0.261668, 0.767333)","(0.889199, -0.301816, 0.343849)","(-0.831271, 0.476334, -0.286521)","(-0.741391, 0.467265, -0.481668)","(-0.748637, 0.632767, -0.19786)","(-0.691399, 0.719952, 0.0602983)","(-0.738644, 0.56859, -0.362091)","(-0.579771, 0.5069, -0.637901)","(-0.628807, 0.666341, -0.400738)","(-0.628363, 0.760302, -0.164621)","(-0.639301, 0.618713, -0.456605)","(-0.492594, 0.554432, -0.670788)","(-0.585841, 0.695976, -0.41522)","(-0.622272, 0.766025, -0.161194)",pinch,viraj
"(0, 0, 0)","(-0.92755, 0.197588, 0.317192)","(-0.671073, 0.734491, 0.10092)","(-0.199872, 0.970702, -0.13337)","(-0.901484, 0.378893, -0.209205)","(-0.533466, 0.726039, 0.433914)","(0.586825, 0.267096, 0.764393)","(0.891415, -0.297332, 0.342014)","(-0.834637, 0.470391, -0.286555)","(-0.745202, 0.458099, -0.484581)","(-0.753421, 0.626072, -0.200973)","(-0.696076, 0.715646, 0.0577019)","(-0.74272, 0.562785, -0.362822)","(-0.584353, 0.498403, -0.640411)","(-0.634269, 0.660011, -0.402602)","(-0.633635, 0.755784, -0.165223)","(-0.643908, 0.612992, -0.457847)","(-0.497779, 0.546121, -0.673771)","(-0.592108, 0.689743, -0.416728)","(-0.628271, 0.761245, -0.160564)",pinch,viraj
"(0, 0, 0)","(-0.928021, 0.192537, 0.318916)","(-0.674366, 0.731659, 0.0995273)","(-0.202872, 0.969503, -0.137503)","(-0.903538, 0.374127, -0.208921)","(-0.534247, 0.726361, 0.432412)","(0.589031, 0.269791, 0.761745)","(0.892906, -0.295817, 0.339428)","(-0.837243, 0.4656, -0.286774)","(-0.748037, 0.449946, -0.487841)","(-0.757314, 0.620325, -0.204138)","(-0.699901, 0.712091, 0.0553677)","(-0.745882, 0.558082, -0.363598)","(-0.587883, 0.490861, -0.643)","(-0.638743, 0.654672, -0.404243)","(-0.637939, 0.752142, -0.165273)","(-0.647479, 0.608332, -0.459024)","(-0.501813, 0.537212, -0.677928)","(-0.597672, 0.68327, -0.419441)","(-0.633911, 0.756496, -0.160844)",pinch,viraj
"(0, 0, 0)","(-0.928692, 0.186796, 0.320373)","(-0.677699, 0.728705, 0.0985588)","(-0.206107, 0.968391, -0.140495)","(-0.905506, 0.369502, -0.208631)","(-0.534884, 0.726262, 0.43179)","(0.59115, 0.271083, 0.759642)","(0.894155, -0.295133, 0.336725)","(-0.839735, 0.461051, -0.28684)","(-0.750863, 0.443284, -0.489596)","(-0.760946, 0.615502, -0.205228)","(-0.703226, 0.708811, 0.055313)","(-0.7489, 0.553723, -0.364059)","(-0.591023, 0.484119, -0.645229)","(-0.642973, 0.649838, -0.405334)","(-0.642127, 0.748711, -0.164636)","(-0.650863, 0.604143, -0.459771)","(-0.505534, 0.52831, -0.682147)","(-0.603301, 0.676704, -0.422019)","(-0.639845, 0.751517, -0.160691)",pinch,viraj
